IDx,Title,Link
6772,Break Blade 1: Kakusei no Toki,https://myanimelist.net/anime/6772/Break_Blade_1__Kakusei_no_Toki
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,https://myanimelist.net/anime/33028/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Zetsubou-hen
2229,Dragon Quest: Dai no Daibouken (TV),https://myanimelist.net/anime/2229/Dragon_Quest__Dai_no_Daibouken_TV
226,Elfen Lied,https://myanimelist.net/anime/226/Elfen_Lied
9982,Fairy Tail OVA,https://myanimelist.net/anime/9982/Fairy_Tail_OVA
1281,Gakkou no Kaidan,https://myanimelist.net/anime/1281/Gakkou_no_Kaidan
6927,Higashi no Eden: Air Communication,https://myanimelist.net/anime/6927/Higashi_no_Eden__Air_Communication
3931,Initial D Battle Stage 2,https://myanimelist.net/anime/3931/Initial_D_Battle_Stage_2
3713,Jigoku Shoujo Mitsuganae,https://myanimelist.net/anime/3713/Jigoku_Shoujo_Mitsuganae
255,Jungle wa Itsumo Hare nochi Guu Final,https://myanimelist.net/anime/255/Jungle_wa_Itsumo_Hare_nochi_Guu_Final
2593,Kara no Kyoukai 1: Fukan Fuukei,https://myanimelist.net/anime/2593/Kara_no_Kyoukai_1__Fukan_Fuukei
24439,Kekkai Sensen,https://myanimelist.net/anime/24439/Kekkai_Sensen
1412,Lupin III,https://myanimelist.net/anime/1412/Lupin_III
331,Mahoujin Guruguru,https://myanimelist.net/anime/331/Mahoujin_Guruguru
20785,Mahouka Koukou no Rettousei,https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei
2313,Muumindani no Suisei,https://myanimelist.net/anime/2313/Muumindani_no_Suisei
31953,New Game!,https://myanimelist.net/anime/31953/New_Game
38528,Quanzhi Fashi 3rd Season,https://myanimelist.net/anime/38528/Quanzhi_Fashi_3rd_Season
30296,Rakudai Kishi no Cavalry,https://myanimelist.net/anime/30296/Rakudai_Kishi_no_Cavalry
1008,Ranma ½ Specials,https://myanimelist.net/anime/1008/Ranma_½_Specials
65,Rozen Maiden: Träumend,https://myanimelist.net/anime/65/Rozen_Maiden__Träumend
